text|reply_to_user_id|from_user|id|from_user_id|lang|source|user_image_url|geo_type|latitude|longitude|created_at|time|type|rt_count|favorite_count|place|country|hashtags|urls|media_expanded_url|media_url|bounding_box|mentions_user|mentions_user_id|reply_to_user|reply_to_id|rt_user_id|rt_user|rt_id|rt_source|rt_created_at|user_full_name|user_tweets|user_followers|user_following|user_listed|user_favorited|user_created_at|user_lang|user_location|user_time_zone|user_full_name|user_description|user_url|user_protected_tweets|user_default_layout|user_default_image|user_verified|link
RT @smgdobrexv: pra nao errar no enem: mas = porém mais = soma a ver = comparação haver = ter por que = pergunta porque = resposta por quê…||moelemberg|926992460747767813|857978671247876096|pt|Twitter for Android|http://pbs.twimg.com/profile_images/924622809929838592/8GtSM3ot_normal.jpg||||Sun Nov 05 01:59:59 +0000 2017|1509847199|Retweet|41156|0||||||||smgdobrexv|3166252695|||3166252695|smgdobrexv|926823715194753024|Twitter for Android|Sat Nov 04 14:49:27 +0000 2017|Bangtanlovers💕|19421|423|318|0|20655|Fri Apr 28 15:23:50 +0000 2017|pt|Brasil||Bangtanlovers💕|Você é a fonte dos meus sonhos - BTS, DNA 💕❤️😍|||True|||https://twitter.com/moelemberg/status/926992460747767813
